ligand,sender_evidence_level,baseline_sender_robustness,paracrine_scope,licensing_context,best_phase4a_tier,tier_A_axis_n,tier_B_axis_n,tier_C_axis_n,receptor_competent_module_n,target_compatible_module_n,reversal_supported_module_n,disease_concordant_module_n,mixed_signed_direction_across_modules,disease_concordant_modules,tier_A_modules,tier_B_modules,interpretation,ordering_rule,source_url
JAM3,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,6,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
LGALS1,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,NO_CLEAR_LICENSING_EFFECT,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,6,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
LGALS3,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,6,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
LGALS3BP,S1,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,LICENSING_CONSISTENT_UP,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,6,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
LIN7C,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,NO_CLEAR_LICENSING_EFFECT,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,6,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
LRCH4,S2,ROBUST_BASELINE_SENDER,P3_FULL_LR_SENSITIVITY,PASSAGE_DEPENDENT,TIER_B_COMPATIBILITY_CANDIDATE,0,1,1,2,2,0,0,NO,,,PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
LRFN4,S2,ROBUST_BASELINE_SENDER,P3_FULL_LR_SENSITIVITY,PASSAGE_DEPENDENT,TIER_B_COMPATIBILITY_CANDIDATE,0,1,1,2,2,0,0,NO,,,PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
LRPAP1,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,DONOR_DEPENDENT,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,6,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
LTBP1,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,NO_CLEAR_LICENSING_EFFECT,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,6,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
LTBP3,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,NO_CLEAR_LICENSING_EFFECT,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,6,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
LUM,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,DONOR_DEPENDENT,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,6,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
MFGE8,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,6,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
MICA,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,TIER_B_COMPATIBILITY_CANDIDATE,0,3,0,3,3,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
MIF,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,NO_CLEAR_LICENSING_EFFECT,TIER_B_COMPATIBILITY_CANDIDATE,0,1,1,6,5,1,3,YES,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05,,PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
MMP14,S2,ROBUST_BASELINE_SENDER,P2_EXTRACELLULAR_EXTENDED,PASSAGE_DEPENDENT,TIER_B_COMPATIBILITY_CANDIDATE,0,1,4,6,5,2,3,YES,PROGRAM_MODULE_01;PROGRAM_MODULE_05;PROGRAM_MODULE_07,,PROGRAM_MODULE_04,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
MPDZ,S2,ROBUST_BASELINE_SENDER,P3_FULL_LR_SENSITIVITY,NO_CLEAR_LICENSING_EFFECT,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,6,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
MSN,S1,ROBUST_BASELINE_SENDER,P2_EXTRACELLULAR_EXTENDED,LICENSING_CONSISTENT_UP,TIER_B_COMPATIBILITY_CANDIDATE,0,2,3,6,5,2,1,YES,PROGRAM_MODULE_01,,PROGRAM_MODULE_04;PROGRAM_MODULE_05,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
MXRA8,S1,ROBUST_BASELINE_SENDER,P3_FULL_LR_SENSITIVITY,LICENSING_CONSISTENT_DOWN,TIER_B_COMPATIBILITY_CANDIDATE,0,3,1,4,4,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
NETO2,S2,ROBUST_BASELINE_SENDER,P3_FULL_LR_SENSITIVITY,DONOR_DEPENDENT,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,5,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
NRP1,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,NO_CLEAR_LICENSING_EFFECT,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,6,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
NUCB2,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,NO_CLEAR_LICENSING_EFFECT,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,6,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
PAM,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,NO_CLEAR_LICENSING_EFFECT,TIER_B_COMPATIBILITY_CANDIDATE,0,1,1,3,2,0,0,NO,,,PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
PLAT,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,TIER_B_COMPATIBILITY_CANDIDATE,0,1,1,6,5,0,5,NO,PROGRAM_MODULE_01;PROGRAM_MODULE_05;PROGRAM_MODULE_06;PROGRAM_MODULE_07;PROGRAM_MODULE_10,,PROGRAM_MODULE_04,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
PLTP,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,6,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
PLXNA1,S2,ROBUST_BASELINE_SENDER,P2_EXTRACELLULAR_EXTENDED,PASSAGE_DEPENDENT,TIER_B_COMPATIBILITY_CANDIDATE,0,3,0,3,3,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
PRNP,S2,ROBUST_BASELINE_SENDER,P2_EXTRACELLULAR_EXTENDED,PASSAGE_DEPENDENT,TIER_B_COMPATIBILITY_CANDIDATE,0,2,0,2,2,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
PSAP,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,TIER_B_COMPATIBILITY_CANDIDATE,0,1,1,6,5,0,5,NO,PROGRAM_MODULE_01;PROGRAM_MODULE_05;PROGRAM_MODULE_06;PROGRAM_MODULE_07;PROGRAM_MODULE_10,,PROGRAM_MODULE_04,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
PTDSS1,S2,ROBUST_BASELINE_SENDER,P2_EXTRACELLULAR_EXTENDED,PASSAGE_DEPENDENT,TIER_B_COMPATIBILITY_CANDIDATE,0,1,4,6,5,0,5,NO,PROGRAM_MODULE_01;PROGRAM_MODULE_05;PROGRAM_MODULE_06;PROGRAM_MODULE_07;PROGRAM_MODULE_10,,PROGRAM_MODULE_04,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
PTN,S1,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,LICENSING_CONSISTENT_UP,TIER_B_COMPATIBILITY_CANDIDATE,0,1,1,6,5,0,4,NO,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_10,,PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
RPS19,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,NO_CLEAR_LICENSING_EFFECT,TIER_B_COMPATIBILITY_CANDIDATE,0,3,0,3,3,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
RTN4,S2,ROBUST_BASELINE_SENDER,P2_EXTRACELLULAR_EXTENDED,NO_CLEAR_LICENSING_EFFECT,TIER_B_COMPATIBILITY_CANDIDATE,0,2,1,4,3,0,0,NO,,,PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
S100A4,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,NO_CLEAR_LICENSING_EFFECT,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,6,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
SARAF,S2,ROBUST_BASELINE_SENDER,P3_FULL_LR_SENSITIVITY,PASSAGE_DEPENDENT,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,6,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
SDC2,S1,ROBUST_BASELINE_SENDER,P2_EXTRACELLULAR_EXTENDED,LICENSING_CONSISTENT_DOWN,TIER_B_COMPATIBILITY_CANDIDATE,0,3,2,6,5,1,2,YES,PROGRAM_MODULE_06;PROGRAM_MODULE_10,,PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
SDC4,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,DONOR_DEPENDENT,TIER_B_COMPATIBILITY_CANDIDATE,0,2,1,4,3,0,0,NO,,,PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
SEMA3C,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,6,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
SEMA5A,S2,ROBUST_BASELINE_SENDER,P2_EXTRACELLULAR_EXTENDED,DONOR_DEPENDENT,TIER_B_COMPATIBILITY_CANDIDATE,0,3,2,6,5,2,1,YES,PROGRAM_MODULE_10,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
SERPINE2,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,TIER_B_COMPATIBILITY_CANDIDATE,0,1,1,6,5,0,5,NO,PROGRAM_MODULE_01;PROGRAM_MODULE_05;PROGRAM_MODULE_06;PROGRAM_MODULE_07;PROGRAM_MODULE_10,,PROGRAM_MODULE_04,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
SHISA4,S2,ROBUST_BASELINE_SENDER,P3_FULL_LR_SENSITIVITY,PASSAGE_DEPENDENT,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,5,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
SIRPA,S2,ROBUST_BASELINE_SENDER,P2_EXTRACELLULAR_EXTENDED,NO_CLEAR_LICENSING_EFFECT,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,6,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
SPARC,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,DONOR_DEPENDENT,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,6,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
SPON2,S1,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,LICENSING_CONSISTENT_DOWN,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,6,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
TCTN1,S1,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,LICENSING_CONSISTENT_DOWN,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,6,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
TFPI,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,TIER_B_COMPATIBILITY_CANDIDATE,0,1,1,6,5,0,5,NO,PROGRAM_MODULE_01;PROGRAM_MODULE_05;PROGRAM_MODULE_06;PROGRAM_MODULE_07;PROGRAM_MODULE_10,,PROGRAM_MODULE_04,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
TGFBI,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,6,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
TGM2,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,NO_CLEAR_LICENSING_EFFECT,TIER_B_COMPATIBILITY_CANDIDATE,0,2,1,6,5,1,2,YES,PROGRAM_MODULE_01;PROGRAM_MODULE_04,,PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
TGOLN2,S2,ROBUST_BASELINE_SENDER,P3_FULL_LR_SENSITIVITY,NO_CLEAR_LICENSING_EFFECT,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,5,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
THY1,S2,ROBUST_BASELINE_SENDER,P2_EXTRACELLULAR_EXTENDED,PASSAGE_DEPENDENT,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,6,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
